addr1,addr2,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,modifiedtime,tel,title,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3
서울특별시 종로구 자하문로1길 24 (체부동),,2992822,12,20230706134332,http://tong.visitkorea.or.kr/cms/resource/62/3535062_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/3535062_image3_1.jpg,126.9710825243,37.5765696140,20250910190527,,세종마을 음식문화거리,03041,11,110,VE,VE04,VE040100
서울특별시 종로구 세검정로 241-3 (홍지동),,319578,12,20071207230634,http://tong.visitkorea.or.kr/cms/resource/00/3481900_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/3481900_image3_1.jpg,126.9589190430,37.6013165189,20250311164844,,소림사(서울),03015,11,110,HS,HS03,HS030100
서울특별시 중구 손기정로 101-4 (만리동2가),손기정공원,3056155,12,20231204100219,http://tong.visitkorea.or.kr/cms/resource/76/3458176_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/76/3458176_image3_1.JPG,126.9647225790,37.5558524631,20250717180205,,손기정체육공원,04501,11,140,VE,VE03,VE030400
서울특별시 강북구 삼양로 561 (우이동),,3354733,12,20240827160011,http://tong.visitkorea.or.kr/cms/resource/29/3354729_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/3354729_image3_1.jpg,127.0122682634,37.6530586820,20250728145321,,솔밭근린공원,01007,11,305,NA,NA04,NA040100
서울특별시 송파구 백제고분로43길 23,,2994877,12,20230720161035,http://tong.visitkorea.or.kr/cms/resource/19/2995119_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2995119_image3_1.jpg,127.1082358354,37.5091382462,20250103172737,,송리단길,05622,11,710,VE,VE04,VE040100
서울특별시 노원구 덕릉로145길 101,(상계동),750901,12,20090610193703,http://tong.visitkorea.or.kr/cms/resource/88/739088_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/739088_image3_1.jpg,127.0886465712,37.6823510970,20240902103553,,송암사,01633,11,350,HS,HS03,HS030100
서울특별시 서대문구 통일로 251 (현저동),,1829610,12,20130723022441,http://tong.visitkorea.or.kr/cms/resource/97/3465597_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/3465597_image3_1.jpg,126.9573421635,37.5746723659,20250611090158,,송재서재필선생상,03732,11,410,VE,VE01,VE010500
서울특별시 송파구 헌릉로 793 (장지동),,2761745,12,20211025233137,http://tong.visitkorea.or.kr/cms/resource/88/3468088_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/3468088_image3_1.jpg,127.1233521867,37.4717789656,20250611103719,,송파구자원순환공원,05842,11,710,VE,VE03,VE030100
서울특별시 송파구 올림픽로35다길 33 (신천동),,126489,12,20031106090000,,,127.1018917872,37.5155012825,20250305092740,,송파어린이교통공원 교통안전교육장,05510,11,710,VE,VE02,VE020100
서울특별시 송파구 백제고분로42길 5 (송파동),,2465130,12,20161220200415,http://tong.visitkorea.or.kr/cms/resource/69/3500969_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/3500969_image3_1.jpg,127.1097468982,37.5059830842,20250627133831,,송파여성문화회관,05666,11,710,VE,VE12,VE120300
서울특별시 은평구 서오릉로23길 8-5 (구산동),,127219,12,20070922090000,http://tong.visitkorea.or.kr/cms/resource/18/3505518_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3505518_image3_1.jpg,126.9062400856,37.6164749224,20250711162154,,수국사(서울),03424,11,380,HS,HS03,HS030100
서울특별시 노원구 덕릉로145길 108 (상계동),,3504884,12,20250710154059,http://tong.visitkorea.or.kr/cms/resource/09/3504909_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/3504909_image3_1.jpg,127.0899687061,37.6811901448,20250718101426,,수락 휴(수락산 동막골 자연휴양림),01633,11,350,NA,NA04,NA040600
서울특별시 노원구 상계동 산1-1,,126483,12,20040227090000,,,127.0732589963,37.6854837875,20250316215216,,수락산,01622,11,350,NA,NA01,NA010100
서울특별시 노원구 상계로 273,,736370,12,20090520002629,http://tong.visitkorea.or.kr/cms/resource/04/739104_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/739104_image3_1.jpg,127.0758064644,37.6687552242,20240829112455,,수락산 당고개지구 공원,01639,11,350,NA,NA04,NA040500
서울특별시 노원구 덕릉로129가길 241,(상계동),485685,12,20080225175630,http://tong.visitkorea.or.kr/cms/resource/26/2675526_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2675526_image2_1.jpg,127.0773476077,37.6821398057,20240826095311,,수락산 학림사,01632,11,350,HS,HS03,HS030100
서울특별시 종로구 옥인동 185-3,(옥인동),2733962,12,20210817182300,,,126.9631997475,37.5822799198,20250314093336,,수성동계곡,03034,11,110,NA,NA01,NA010400
서울특별시 서초구 효령로68길 30,(서초동),2759905,12,20211020224739,http://tong.visitkorea.or.kr/cms/resource/53/3467653_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3467653_image3_1.jpg,127.0231081164,37.4863171426,20250611091544,,수안사,06722,11,650,HS,HS03,HS030100
서울특별시 노원구 상계동 산153-1,,761264,12,20090701030925,http://tong.visitkorea.or.kr/cms/resource/17/739117_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/739117_image3_1.jpg,127.0849276385,37.6763239530,20250331171556,,수암사(서울),01633,11,350,HS,HS03,HS030100
서울특별시 서대문구 현저동,101,1829735,12,20130723221943,http://tong.visitkorea.or.kr/cms/resource/07/3515207_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/3515207_image3_1.jpg,126.9568144774,37.5731530883,20250731112243,,순국선열추념탑,03733,11,410,HS,HS02,HS020100
서울특별시 광진구 능동,(어린이대공원 내),753964,12,20090617193155,,,127.0778152567,37.5487525422,20250730104015,,순명비 유강원 석물,04991,11,215,HS,HS02,HS020100
서울특별시 중구 퇴계로34길 28,,1606014,12,20120418223741,http://tong.visitkorea.or.kr/cms/resource/00/3083100_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/00/3083100_image3_1.JPG,126.9939920541,37.5586776601,20250820100753,,순정효황후윤씨친가,04626,11,140,HS,HS01,HS010400
서울특별시 중구 세종대로 40,,128162,12,20040604090000,http://tong.visitkorea.or.kr/cms/resource/39/2612539_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2612539_image3_1.jpg,126.9752992762,37.5599855058,20250729145534,,숭례문,04528,11,140,HS,HS01,HS010300
서울특별시 종로구 숭인동,58-70,1604733,12,20120417222809,http://tong.visitkorea.or.kr/cms/resource/45/3384845_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/45/3384845_image3_1.JPG,127.0179143478,37.5772537086,20250314100525,,숭인근린공원,03110,11,110,VE,VE03,VE030400
서울특별시 성동구 아차산로 104 (성수동2가),스탈릿성수,2850614,12,20220906173912,http://tong.visitkorea.or.kr/cms/resource/67/2849767_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2849767_image3_1.jpg,127.0554729674,37.5444943013,20250829131857,,스탈릿성수,04782,11,200,VE,VE12,VE120300
서울특별시 관악구 양녕로1길 48,,2988927,12,20230522143328,,,126.9438404021,37.4838521198,20250107174622,010-5145-9546,스튜디오 호테노,08752,11,620,EX,EX07,EX070200
서울특별시 서초구 강남대로107길 5 (잠원동),,584698,12,20080709222510,http://tong.visitkorea.or.kr/cms/resource/72/2024972_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2024972_image3_1.jpg,127.0182965393,37.5182911216,20250402171616,,스파레이,06524,11,650,EX,EX05,EX050200
서울특별시 동작구 노량진로 10 (대방동),,3083482,12,20231205140450,http://tong.visitkorea.or.kr/cms/resource/75/3083475_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/3083475_image3_1.jpg,126.9272883264,37.5124457253,20250813131851,,스페이스살림,06938,11,590,VE,VE12,VE120300
서울특별시 종로구 비봉4길 213 (구기동),,126505,12,20030919090000,,,126.9608598127,37.6267191549,20250721151311,,승가사(서울),03001,11,110,HS,HS03,HS030100
서울특별시 종로구 인사동길 7-1,(인사동),605445,12,20080807001903,,,126.9863146199,37.5712538383,20250313143040,,승동교회,03164,11,110,HS,HS03,HS030200
서울특별시 송파구 올림픽로 300,86층,2794934,12,20211214053726,http://tong.visitkorea.or.kr/cms/resource/53/2951753_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2951753_image3_1.jpg,127.1025779177,37.5126238510,20250404112030,,시그니엘 서울 리트릿 시그니엘 스파,05551,11,710,EX,EX05,EX050100
서울특별시 서대문구 홍제동,산 41-29,2783484,12,20211130195550,http://tong.visitkorea.or.kr/cms/resource/89/2787789_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2787789_image2_1.jpg,126.9385157917,37.5856540854,20250402163553,,신기한놀이터 떼굴떼굴,03644,11,410,EX,EX07,EX070200
서울특별시 중구 다산로33길 10-18 (신당동),,699249,12,20090225203258,http://tong.visitkorea.or.kr/cms/resource/81/3083181_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/81/3083181_image3_1.JPG,127.0146067184,37.5630580770,20250414174049,,신당동 떡볶이타운,04611,11,140,VE,VE04,VE040100
서울특별시 구로구 새말로 107-32 (구로동),,3447960,12,20241217231134,http://tong.visitkorea.or.kr/cms/resource/31/3455931_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/3455931_image3_1.jpg,126.8908862075,37.5081705717,20241222223427,,신도림테크노근린공원,08288,11,530,NA,NA05,NA050100
서울특별시 관악구 신림동,808-126,2755451,12,20211012183019,http://tong.visitkorea.or.kr/cms/resource/27/3521427_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/3521427_image3_1.jpg,126.9478157357,37.4591522814,20250818142534,,신림계곡,08826,11,620,NA,NA01,NA010400
서울특별시 강남구 압구정동,422,2752552,12,20211001231443,http://tong.visitkorea.or.kr/cms/resource/26/3397426_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/26/3397426_image3_1.JPG,127.0215144312,37.5627526804,20250327133932,,신사공원,06000,11,680,VE,VE03,VE030100
서울특별시 강남구 가로수길 23 (신사동),,987720,12,20100327021416,http://tong.visitkorea.or.kr/cms/resource/50/2933550_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/50/2933550_image3_1.bmp,127.0227572041,37.5197049261,20250723100854,,신사동 가로수길,06034,11,680,EX,EX07,EX070200
서울특별시 중구 청계천로 100,(수표동) 부근,2373333,12,20160317191815,http://tong.visitkorea.or.kr/cms/resource/98/3384998_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/98/3384998_image3_1.JPG,126.9884423006,37.5678348289,20250319174206,,신석구 사택 터,04542,11,140,HS,HS03,HS030200
서울특별시 송파구 동남로 263,(오금동),754003,12,20090617203844,http://tong.visitkorea.or.kr/cms/resource/53/755753_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/755753_image3_1.jpg,127.1327087891,37.5027894247,20241022100119,,신선경과 류인호 묘역,05725,11,710,HS,HS01,HS010800
서울특별시 서대문구 대현동,121-23,3082166,12,20231204143423,http://tong.visitkorea.or.kr/cms/resource/60/3082160_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/60/3082160_image3_1.JPG,126.9424050556,37.5598543760,20250818164009,,신촌그래피티벽화터널,03766,11,410,EX,EX07,EX070200
서울특별시 양천구 신정동,310-7,2611887,12,20190719013240,http://tong.visitkorea.or.kr/cms/resource/79/2611879_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/79/2611879_image2_1.bmp,126.8565141583,37.5146525388,20250404155658,,신트리공원(서울),08091,11,470,VE,VE03,VE030500
서울특별시 서초구 사평대로 55 (반포동),,1245865,12,20110330233307,http://tong.visitkorea.or.kr/cms/resource/88/3540488_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/3540488_image3_1.jpg,126.9907301631,37.4985345878,20250918095341,,심산기념문화센터,06550,11,650,VE,VE12,VE120300
서울특별시 금천구 독산로76길 47,,2756153,12,20211013192040,http://tong.visitkorea.or.kr/cms/resource/29/3468029_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/3468029_image3_1.jpg,126.8970561551,37.4702973029,20250610104436,,쌈지 어린이공원,08557,11,545,VE,VE03,VE030300
서울특별시 종로구 인사동길 44 (관훈동),,128553,12,20050610090000,http://tong.visitkorea.or.kr/cms/resource/72/3348672_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/72/3348672_image3_1.JPG,126.9848674428,37.5743062352,20250731134731,,쌈지길,03146,11,110,VE,VE04,VE040100
서울특별시 영등포구 문래로 164,(문래동3가),591603,12,20080722024601,http://tong.visitkorea.or.kr/cms/resource/47/1985547_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/1985547_image3_1.jpg,126.9000712095,37.5178529443,20241016174900,,씨랄라 워터파크,07297,11,560,VE,VE02,VE020200
서울특별시 종로구 북촌로5길 43 (화동),,2373420,12,20160318023333,http://tong.visitkorea.or.kr/cms/resource/93/3427393_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3427393_image3_1.jpg,126.9825591760,37.5793889366,20250410142323,,아띠인력거,03061,11,110,EX,EX07,EX070200
서울특별시 강남구 강남대로162길 41-4,,3074727,12,20230906185208,,,127.0217322519,37.5213269415,20250526161119,,아로마티카 신사,06028,11,680,EX,EX06,EX060800
서울특별시 광진구 능동로 216 (능동),,2452842,12,20161212231621,http://tong.visitkorea.or.kr/cms/resource/23/3540023_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/3540023_image3_1.jpg,127.0762792676,37.5493552228,20250917162102,,아리수나라,04991,11,215,EX,EX06,EX061000
서울특별시 성동구 아차산로11길 7,(성수동2가),2722936,12,20210623225030,http://tong.visitkorea.or.kr/cms/resource/23/2994423_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2994423_image3_1.jpg,127.0590698587,37.5446026871,20250814143500,,아모레 성수,04797,11,200,EX,EX07,EX070200
서울특별시 송파구 올림픽로 44,,1603175,12,20120416201347,http://tong.visitkorea.or.kr/cms/resource/37/3401537_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/37/3401537_image3_1.JPG,127.0767025661,37.5100820131,20250404135449,,아시아공원,05572,11,710,VE,VE03,VE030100
서울특별시 마포구 연남로 86 (연남동),,3357819,12,20240902165305,http://tong.visitkorea.or.kr/cms/resource/23/3526623_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/3526623_image3_1.jpg,126.9187236902,37.5666087219,20250829153351,,아이아이 연남,03976,11,440,EX,EX07,EX070200
서울특별시 광진구 긴고랑로 213 (중곡동),,129552,12,20070514090000,http://tong.visitkorea.or.kr/cms/resource/37/3499237_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3499237_image3_1.jpg,127.0956965713,37.5624651612,20250619110201,,아차산,04947,11,215,NA,NA01,NA010100
서울특별시 광진구 구의동,3-3,2779539,12,20211125195822,http://tong.visitkorea.or.kr/cms/resource/29/3499229_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/3499229_image3_1.jpg,127.1023155306,37.5583518691,20250619105223,,아차산 고구려정,04948,11,215,NA,NA01,NA010100
서울특별시 중랑구 묵동,산 46-19,250352,12,20071024090000,http://tong.visitkorea.or.kr/cms/resource/41/3494741_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3494741_image3_1.jpg,127.0874154552,37.6086540883,20250530134736,,아차산 봉수대 터,02040,11,260,HS,HS01,HS010200
서울특별시 광진구 워커힐로 127,,742972,12,20090528014758,http://tong.visitkorea.or.kr/cms/resource/35/3499235_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/3499235_image3_1.jpg,127.1012880282,37.5519609256,20250619111543,,아차산 어울림정원,04965,11,215,NA,NA04,NA040500
서울특별시 광진구 천호대로 731 (구의동),,2773309,12,20211111190052,http://tong.visitkorea.or.kr/cms/resource/08/3401708_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/08/3401708_image3_1.JPG,117.9925662504,19.6944274800,20250331113056,,아차산배수지체육공원,04958,11,215,VE,VE03,VE030500
서울특별시 광진구 광장동,,126518,12,20020402090000,http://tong.visitkorea.or.kr/cms/resource/57/3514057_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/3514057_image3_1.jpg,127.1029155869,37.5544523327,20250729103659,,아차산성,04967,11,215,HS,HS01,HS010200
서울특별시 용산구 신흥로36길 7 (후암동),,3523287,12,20250819133222,http://tong.visitkorea.or.kr/cms/resource/82/3523282_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3523282_image3_1.jpg,126.9821240366,37.5464677550,20250819133234,,아티스푼(ARTEASPOON),04337,11,170,EX,EX02,EX020400
서울특별시 마포구 굴레방로9길 17,(아현동),749280,12,20090608192449,http://tong.visitkorea.or.kr/cms/resource/98/3465898_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/3465898_image3_1.jpg,126.9547068001,37.5567327368,20250109110739,,아현동 전골목,04116,11,440,VE,VE04,VE040100
서울특별시 관악구 낙성대로 77 (봉천동),,3450146,12,20241218164019,http://tong.visitkorea.or.kr/cms/resource/35/3450135_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/3450135_image3_1.jpg,126.9587338341,37.4716399155,20250731115405,,안국사,08799,11,620,HS,HS04,HS040400
서울특별시 종로구 북촌로 70 (가회동),,2774286,12,20211115184643,http://tong.visitkorea.or.kr/cms/resource/47/3481947_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/3481947_image3_1.jpg,126.9854227017,37.5829885693,20250311173726,,안국선원(서울),03056,11,110,HS,HS03,HS030100
서울특별시 종로구 인사동길 49,,2666751,12,20200810233229,http://tong.visitkorea.or.kr/cms/resource/36/2666736_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2666736_image2_1.jpg,126.9835620013,37.5744839692,20250731115314,,안녕인사동,03145,11,110,VE,VE01,VE010100
서울특별시 종로구 창신5길 61 (창신동),,337413,12,20071217225214,,,127.0133453781,37.5751955324,20250410145754,,안양암(서울),03103,11,110,HS,HS03,HS030100
서울특별시 양천구 신정동,,2612095,12,20190719232331,http://tong.visitkorea.or.kr/cms/resource/64/3399364_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/64/3399364_image3_1.JPG,126.8787480766,37.5205772468,20250319191444,,안양천 사계절 테마원,08008,11,470,VE,VE03,VE030100
서울특별시 양천구 안양천로 812 (신정동),,3056724,12,20231204115439,http://tong.visitkorea.or.kr/cms/resource/84/3056684_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/3056684_image3_1.jpg,126.8777037872,37.5184274782,20250717175542,,안양천가족정원,08008,11,470,VE,VE03,VE030400
서울특별시 영등포구 양평동1가,,2774291,12,20211115185110,http://tong.visitkorea.or.kr/cms/resource/44/3540444_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3540444_image3_1.jpg,126.8812144059,37.5245518290,20250918094114,,안양천제방벚꽃길,07262,11,560,NA,NA05,NA050100
서울특별시 중구 남대문로5가,471,1829741,12,20130723223814,http://tong.visitkorea.or.kr/cms/resource/02/3506302_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/3506302_image3_1.jpg,126.9811155917,37.5536530127,20250731113751,,안중근의사 동상,04527,11,140,VE,VE01,VE010500
서울특별시 강남구 압구정동,일대,126823,12,20041230090000,http://tong.visitkorea.or.kr/cms/resource/84/3393784_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/84/3393784_image3_1.JPG,127.0388971983,37.5268766055,20250315085834,,압구정 로데오거리,06017,11,680,EX,EX07,EX070200
서울특별시 강서구 금낭화로17길 261,,337422,12,20071217235427,http://tong.visitkorea.or.kr/cms/resource/40/3506340_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/3506340_image3_1.jpg,126.8029808981,37.5869209605,20250718090000,,약사사(서울),07501,11,500,HS,HS03,HS030100
서울특별시 관악구 약수암1길 28 약수사,,126918,12,20020402090000,http://tong.visitkorea.or.kr/cms/resource/67/2363167_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2363167_image3_1.jpg,126.9344613837,37.4595603285,20250626093550,,약수사(서울),08823,11,620,HS,HS03,HS030100
서울특별시 서초구 동산로 35 (양재동),,2773271,12,20211111184345,http://tong.visitkorea.or.kr/cms/resource/05/3540705_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/3540705_image3_1.jpg,127.0424567609,37.4719802653,20250918132027,,양재근린공원,06780,11,650,VE,VE03,VE030400
서울특별시 서초구 양재동,261-23,827585,12,20091027015344,http://tong.visitkorea.or.kr/cms/resource/88/3540688_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/3540688_image3_1.jpg,127.0417150330,37.4765519436,20250918131050,,양재천 근린공원,06777,11,650,NA,NA04,NA040500
서울특별시 양천구 목동동로 지하111 (신정동),,2612214,12,20190720012452,,,126.8681268851,37.5183356508,20250305144033,,양천공원,08013,11,470,VE,VE03,VE030100
서울특별시 양천구 목동로25길 23 (신정동),,2612107,12,20190719234921,http://tong.visitkorea.or.kr/cms/resource/87/3467787_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/3467787_image3_1.jpg,126.8614744420,37.5279899658,20250624095916,,양천구 로데오거리,07938,11,470,VE,VE04,VE040100
서울특별시 양천구 목동남로 106-23 (신정동),,1105980,12,20101011224025,http://tong.visitkorea.or.kr/cms/resource/40/3399340_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/40/3399340_image3_1.JPG,126.8700352822,37.5098672244,20250404164219,,양천구어린이교통안전교육장,08102,11,470,EX,EX07,EX070200
서울특별시 양천구 중앙로 250,(신정동),2611669,12,20190718014602,http://tong.visitkorea.or.kr/cms/resource/64/2611664_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/64/2611664_image2_1.bmp,126.8537726200,37.5189714323,20250103133139,,양천나눔누리타운,08082,11,470,EX,EX07,EX070200
서울특별시 양천구 목동서로 363 (신정동),,2611575,12,20190718004915,http://tong.visitkorea.or.kr/cms/resource/69/2611569_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/69/2611569_image2_1.bmp,126.8637439953,37.5167801982,20250407100812,,양천생활안전체험교육관,08094,11,470,EX,EX07,EX070200
서울특별시 양천구 신정동,330-4,2751345,12,20210929233709,,,126.8723127996,37.5117531568,20250319192810,,양천해누리체육공원,08018,11,470,VE,VE03,VE030500
서울특별시 강서구 양천로47나길 53,,127215,12,20020612090000,,,126.8400029129,37.5729593554,20240822173431,,양천향교,07521,11,500,HS,HS01,HS010900
서울특별시 마포구 양화진길 46,,126938,12,20020510090000,http://tong.visitkorea.or.kr/cms/resource/36/3384436_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/36/3384436_image3_1.JPG,126.9111804997,37.5465275879,20250317211346,,양화진외국인선교사묘원(외인묘지),04084,11,440,HS,HS01,HS010800
서울특별시 영등포구 노들로 221 (당산동),,1059877,12,20100715005127,http://tong.visitkorea.or.kr/cms/resource/85/2530785_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2530785_image2_1.jpg,126.9023815332,37.5383339387,20250409092142,,양화한강공원,07231,11,560,VE,VE03,VE030100
서울특별시 마포구 월드컵로 386 (상암동),"상암동, 박정희 대통령 기념도서관",3433029,12,20241202164437,,,126.8863069637,37.5750349409,20241227101929,,어깨동무스토리움,03906,11,440,EX,EX07,EX070200
서울특별시 중구 을지로 281,동대문디자인플라자 배움터 4층,2561208,12,20180921025812,http://tong.visitkorea.or.kr/cms/resource/46/2561246_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2561246_image2_1.jpg,127.0103125191,37.5681962916,20250328154243,,어린이 감각놀이터 디키디키,04566,11,140,EX,EX07,EX070200
서울특별시 성동구 고산자로10길 18 (행당동),,3442375,12,20241211152431,,,127.0361132208,37.5585339890,20241226110512,,어린이꿈공원,04745,11,200,VE,VE03,VE030300
서울특별시 마포구 와우산로21길 20-5 (서교동),홍대프라자 3층,3082398,12,20231207142152,http://tong.visitkorea.or.kr/cms/resource/95/3082395_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/3082395_image3_1.jpg,126.9226848333,37.5526881889,20250818164738,,엑스이스케이프 홍대놀이터점,04040,11,440,EX,EX07,EX070200
서울특별시 강남구 도산대로15길 41,1층,2592885,12,20190322021918,,,127.0232182384,37.5209353470,20250319170422,,엘크레,06033,11,680,EX,EX07,EX070200
서울특별시 구로구 고척동,산6-3,2591819,12,20190313232852,http://tong.visitkorea.or.kr/cms/resource/90/3539390_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/3539390_image3_1.jpg,126.8560838482,37.5073006073,20250917132025,,여계묘역,08248,11,530,HS,HS01,HS010800
서울특별시 영등포구 여의공원로 68 여의도공원관리사무소,,127955,12,20041230090000,,,126.9222939310,37.5268578503,20240524144446,,여의도공원,07243,11,560,VE,VE03,VE030100
서울특별시 영등포구 여의도동,17,2774305,12,20211115190049,http://tong.visitkorea.or.kr/cms/resource/00/3399700_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/00/3399700_image3_1.JPG,126.9202136244,37.5247525022,20250407111051,,여의도공원 문화의마당,07236,11,560,VE,VE03,VE030100
서울특별시 영등포구 여의동로 48,,809596,12,20090925025525,,,126.9218442005,37.5187393412,20240514101946,,여의도샛강생태공원,07323,11,560,NA,NA04,NA040500
서울특별시 영등포구 여의동로 330,,1059479,12,20100714190336,http://tong.visitkorea.or.kr/cms/resource/49/3096149_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3096149_image3_1.jpg,126.9336123570,37.5263886632,20250731102332,,여의도한강공원,07337,11,560,VE,VE03,VE030100
서울특별시 영등포구 여의도동 84-4,,2760268,12,20211021013451,,,126.9325207380,37.5282273186,20250408100415,,여의도한강공원 멀티프라자,,11,560,VE,VE03,VE030100
서울특별시 서초구 양재동,,2391348,12,20160704233337,http://tong.visitkorea.or.kr/cms/resource/49/3540649_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3540649_image3_1.jpg,127.0379155335,37.4710525137,20250918111214,,여의천,06774,11,650,NA,NA02,NA020100
서울특별시 강남구 논현로79길 24,(역삼동),2752545,12,20211001230007,http://tong.visitkorea.or.kr/cms/resource/86/3463086_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/3463086_image3_1.jpg,127.0363010397,37.4976521744,20250102141242,,역삼개나리공원,06237,11,680,VE,VE03,VE030100
서울특별시 강남구 언주로85길 23-11 (역삼동),,2733864,12,20210813222255,http://tong.visitkorea.or.kr/cms/resource/97/3397497_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/97/3397497_image3_1.JPG,127.0417060293,37.5002575249,20250327111832,,역삼동성당,06222,11,680,HS,HS03,HS030200
서울특별시 마포구 성미산로28길 18,,2500201,12,20170718194621,,,126.9236205874,37.5623009774,20250402153449,,연남동 공방거리,03984,11,440,VE,VE04,VE040100
서울특별시 마포구 성미산로17길,(연남동),2784040,12,20211201004741,http://tong.visitkorea.or.kr/cms/resource/63/3467763_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/3467763_image3_1.jpg,126.9170794124,37.5660143173,20250610113145,,연남동끝자락길,03974,11,440,VE,VE04,VE040100
서울특별시 서대문구 연세로 일대,,264375,12,20030814231500,http://tong.visitkorea.or.kr/cms/resource/73/3466373_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/3466373_image3_1.jpg,126.9365529264,37.5557797448,20250109164344,,연세로,03789,11,410,VE,VE04,VE040100
