contentid,contenttypeid,heritage1,heritage2,heritage3,infocenter,opendate,restdate,expguide,expagerange,accomcount,useseason,usetime,parking,chkbabycarriage,chkpet,chkcreditcard,created_at,updated_at
809190,12,0,0,0,한국문화재재단 북악산 02-730-9924,,,,,,,"- 봄·가을(3월~4월/9월~10월) : 07:00~18:00 (16시까지 입산)<br>
- 여름(5월~8월) : 07:00~19:00 (17시까지 입산)<br>
- 겨울(11월~2월) : 09:00~17:00 (15시까지 입산)",,없음,불가,없음,2025-09-23 09:29:12,2025-09-23 09:29:12
129500,12,0,0,0,02-747-2153,,연중무휴,,,,,"[3월~4월] 07:00~18:00 (16:00까지 입산)<br>
[5월~8월] 07:00~19:00 (17:00까지 입산)<br>
[9월~10월] 07:00~18:00 (16:00까지 입산)<br>
[11월~2월] 07:00~17:00 (15:00까지 입산)",불가능,없음,,없음,2025-09-23 09:29:13,2025-09-23 09:29:13
126943,12,0,0,0,02-725-6602,,연중무휴,,,,,상시 개방,가능,불가,,없음,2025-09-23 09:29:13,2025-09-23 09:29:13
2661492,12,0,0,0,02-747-2152,,,,,,,09:00~18:00 (주민배려 정숙관광 필요),불가,없음,,없음,2025-09-23 09:29:14,2025-09-23 09:29:14
1100498,12,0,0,0,02-2148-4161,,연중무휴,,,,,,불가,없음,,없음,2025-09-23 09:29:14,2025-09-23 09:29:14
3025266,12,0,0,0,02-2133-5580,,,,,,,10:00~18:00,,,,,2025-09-23 09:29:15,2025-09-23 09:29:15
130903,12,0,0,0,02-741-1033,,,,,,,"- 화요일 / 목요일~금요일 09:00~18:00<br>
- 수요일 09:00~20:00<br>
- 토요일~일요일 09:00~17:00",,없음,,없음,2025-09-23 09:29:15,2025-09-23 09:29:15
3056278,12,0,0,0,0507-1311-5688,,연중무휴,,,,,10:30~18:00,불가능,,,,2025-09-23 09:29:15,2025-09-23 09:29:15
2993183,12,0,0,0,02-741-2148,,설·추석,전통공예 만들기 프로그램,,,,"- 3월~10월 10:00~18:00<br>
- 11월~2월 10:00~17:00",불가능,,,,2025-09-23 09:29:15,2025-09-23 09:29:15
3085314,12,0,0,0,02-766-7858,,월요일 / 화요일,누룩 만들기 / 발효비누 만들기 / 계절전통주 만들기,[정규과정] 고등학생 이상<br>[체험프로그램] 초등학생 이상,,,11:00~17:00,없음,,,,2025-09-23 09:29:15,2025-09-23 09:29:15
126537,12,0,0,0,북촌마을안내소 02-2148-4161,,연중무휴,,,,,"10:00~17:00<br>
※ 방문 제한시간(특별관리지역(레드존) 방문 금지) : 17:00~익일 10:00",불가능,없음,,없음,2025-09-23 09:29:16,2025-09-23 09:29:16
2946075,12,0,0,0,02-2148-1856,,매주 일요일 <br>※ 북촌한옥마을 골목길 쉬는날,,,,,10:00 ~ 17:00 <br>※ 북촌 한옥마을 방문시간 지정구역,불가능,,,,2025-09-23 09:29:16,2025-09-23 09:29:16
3339374,12,0,0,0,0507-1312-0539,,,,,,,화요일~일요일 11:30~21:00 (마지막 주문 19:30),,,,,2025-09-23 09:29:16,2025-09-23 09:29:16
2783363,12,0,0,0,"북한산국립공원사무소 02-909-0497<br>
백운대탐방 지원센터 02-905-8062",,,,,,,- 하절기 04:00~17:00<br>- 동절기 04:00~16:00,,,,,2025-09-23 09:29:16,2025-09-23 09:29:16
3407173,12,0,0,0,02-901-0700,,연중무휴,,,,,09:00~18:00,"가능<br>※ 단, 예약 후 차량 등록을 한 경우에만 가능",,,,2025-09-23 09:29:17,2025-09-23 09:29:17
2779558,12,0,0,0,북한산국립공원관리사무소 02-909-0497,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:29:18,2025-09-23 09:29:18
127220,12,0,0,0,북한산국립공원사무소 02-909-0497,,"연중무휴<br>※ 단, 기상여건에 따라 통제 가능",,,,,"상시 개방<br>
※ 단, 기상여건에 따라 통제 가능",가능,,,,2025-09-23 09:29:18,2025-09-23 09:29:18
3385992,12,0,0,0,은평구청 치수과 02-351-7982,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:29:18,2025-09-23 09:29:18
2782188,12,0,0,0,02-552-1080~1,,,,,,,09:00~18:00,가능,없음,,없음,2025-09-23 09:29:18,2025-09-23 09:29:18
1603100,12,0,0,0,02-445-4543,,연중무휴,,,,,09:00~18:00,불가능,,,,2025-09-23 09:29:19,2025-09-23 09:29:19
126482,12,0,0,0,서울 노원구 푸른도시과 02-2116-3943,,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:29:19,2025-09-23 09:29:19
2733975,12,0,0,0,02-2116-0559,2018년 9월,매주 월요일 / 1월 1일 / 설·추석 연휴,나비와 자연생태 관찰 및 체험,초등학생,,,"- 하절기(3월~10월) 10:00~18:00 (입장마감 17:30)<br>
- 동절기(11월~2월) 10:00~17:00 (입장마감 16:30)",가능,없음,,가능,2025-09-23 09:29:19,2025-09-23 09:29:19
2559938,12,0,0,0,02-6002-5525,2018-08-02,연중무휴,,만 8세 이상,,,10:30~22:00,가능,불가,,가능,2025-09-23 09:29:19,2025-09-23 09:29:19
3044038,12,0,0,0,"서울특별시청 문화유산보존과 02-2133-2626<br>
낙상공원 02-743-7985",,연중무휴,,,,,09:30~17:30,가능,,,,2025-09-23 09:29:19,2025-09-23 09:29:19
3057979,12,0,0,0,동작구청 공원녹지과 02-591-9314,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:29:19,2025-09-23 09:29:19
2773346,12,0,0,0,강북구 문화관광과 02-901-6200,,연중무휴,,,,,상시 개방,가능,없음,,가능,2025-09-23 09:29:20,2025-09-23 09:29:20
1117141,12,0,0,0,02-2094-2344,,연중무휴,,,,,상시 개방,가능<br>요금 (무료),,,,2025-09-23 09:29:20,2025-09-23 09:29:20
126523,12,0,0,0,02-813-2130,,연중무휴,,,,,"[공원]<br>
상시 개방<br>
[사육신묘]<br>
- 하절기 09:00~17:30<br>
- 동절기 09:00~17:00",가능,,,,2025-09-23 09:29:20,2025-09-23 09:29:20
127942,12,0,0,0,02-2148-4149,1940년 03월 12일,연중무휴,,,,,상시,가능,없음,,없음,2025-09-23 09:29:20,2025-09-23 09:29:20
2992891,12,0,0,0,02-739-7205,,연중무휴,,,,,상시,불가,,,,2025-09-23 09:29:21,2025-09-23 09:29:21
2756150,12,0,0,0,02-2627-2341,1998년10월 26일,,,,,,상시,불가 (인근 서울특별시남부여성발전센터주차장 이용),없음,,없음,2025-09-23 09:29:21,2025-09-23 09:29:21
2638477,12,0,0,0,070-8181-0502,2019년 05월 02일,매주 월요일 / 법정공휴일 / 설·추석 연휴,,,,,09:00~18:00,가능,없음,,없음,2025-09-23 09:29:21,2025-09-23 09:29:21
3106562,12,0,0,0,02-306-8848,,매주 월요일~화요일 / 설·추석 / 법정공휴일,스포츠 클라이밍 / 어드벤처 체험시설 / 비아페르타 체험 등,,,,"- 평일 12:00~20:50<br>
- 주말 10:00~17:50",가능,,,,2025-09-23 09:29:21,2025-09-23 09:29:21
753994,12,0,0,0,02-2286-6090,,연중무휴,,,1000명 이상,,상시 개방,가능 (살곶이체육공원 공영주차장),불가,,없음,2025-09-23 09:29:21,2025-09-23 09:29:21
128933,12,0,0,0,02-909-0497,,연중무휴,,,,,"- 하절기(3월~11월) 04:00~17:00 <br>
- 동절기(12월~2월) 04:00~16:00",,없음,,없음,2025-09-23 09:29:22,2025-09-23 09:29:22
2773287,12,0,0,0,구로구청 공원녹지과 02-860-3165,,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:29:22,2025-09-23 09:29:22
2774468,12,0,0,0,02-496-3839,1982-09-20,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:29:22,2025-09-23 09:29:22
756600,12,0,0,0,02-875-2271,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:29:22,2025-09-23 09:29:22
3342991,12,0,0,0,서울 강남구 공원녹지과 02-3423-6248,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:29:22,2025-09-23 09:29:22
127557,12,0,0,0,02-353-3004,,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:29:23,2025-09-23 09:29:23
126488,12,0,0,0,02-2148-2842,1940년 03월 12일,연중무휴,,,,,상시,가능 (공영주차장)<br>요금 (유료),불가,,없음,2025-09-23 09:29:23,2025-09-23 09:29:23
250147,12,0,0,0,삼청로 안내소 02-723-9472,,연중무휴,,,,,상시 개방,불가능,없음,,,2025-09-23 09:29:23,2025-09-23 09:29:23
1606009,12,0,0,0,02-2261-0571,,월요일,,,,,"[하절기(4월~10월)] 09:00~21:00<br>
[동절기(11월~3월)] 09:00~20:00",,없음,,없음,2025-09-23 09:29:23,2025-09-23 09:29:23
2507433,12,0,0,0,010-5216-8093,,매주 화요일 / 수요일,"약주, 소주 시음 및 강의 / 정규 아카데미",성인 (만 19세 이상),,,"10:00~17:00<br>
※ 방문 전 연락 필수",가능,,,,2025-09-23 09:29:23,2025-09-23 09:29:23
3006983,12,0,0,0,노원구청 푸른도시과 02-2116-3952,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:29:24,2025-09-23 09:29:24
2373328,12,0,0,0,02-752-1136,,,,,,,,있음,없음,없음,없음,2025-09-23 09:29:24,2025-09-23 09:29:24
2500207,12,0,0,0,마포관광정보센터 02-334-7878,,점포 별로 상이함,,,,,점포 별로 상이함,불가능,없음,,없음,2025-09-23 09:29:24,2025-09-23 09:29:24
2993396,12,0,0,0,02-6013-1142,,,,,,,09:00~18:00,,,,,2025-09-23 09:29:24,2025-09-23 09:29:24
126529,12,0,0,0,02-716-1791,,,,,,,새남터 기념관 10:00~17:00,가능,없음,,없음,2025-09-23 09:29:24,2025-09-23 09:29:24
3085307,12,0,0,0,02-733-2577,,월요일,색실한줄누비기 / 모빌만들기,,,,10:00~17:00,없음,,,,2025-09-23 09:29:24,2025-09-23 09:29:24
2455084,12,0,0,0,02-2262-6549,,매주 토요일~일요일 / 공휴일,체험학습 / 진로학습,학생 및 성인(단체 및 개인),최소 10명~최대 40명,,"09:00~18:00<br>
※ 사전 예약제로 운영",가능 (약 15~20대),없음,,없음,2025-09-23 09:29:25,2025-09-23 09:29:25
3056985,12,0,0,0,02-879-5000,,점포 별로 상이함,,,,,점포 별로 상이함,가능,,,,2025-09-23 09:29:25,2025-09-23 09:29:25
2661502,12,0,0,0,안산공원관리사무소 02-3140-8383,,연중무휴,,,,,상시 개방<br>※ 자세한 사항은 전화 문의 요망,불가능,,,,2025-09-23 09:29:25,2025-09-23 09:29:25
128622,12,0,0,0,02-3140-8305,1992년 8월 15일,연중무휴,,,,,상시 개방,가능,없음,,가능,2025-09-23 09:29:25,2025-09-23 09:29:25
1021339,12,0,0,0,서초구 문화관광과 02-2155-6221,,,,,,,,,없음,,없음,2025-09-23 09:29:25,2025-09-23 09:29:25
2773409,12,0,0,0,서초구청 푸른도시과 02-2155-6882,2019년,연중무휴,,,,,상시 개방,불가능,,,가능,2025-09-23 09:29:25,2025-09-23 09:29:25
1603296,12,0,0,0,02-2199-7245,,,,,,,,,없음,,없음,2025-09-23 09:29:26,2025-09-23 09:29:26
1265735,12,0,0,0,02-2604-3004,2009-10-26,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:29:26,2025-09-23 09:29:26
1605977,12,0,0,0,서소문성지 역사박물관 02-3147-2401,,연중무휴,,,,,상시 개방,가능 (216대),불가,,없음,2025-09-23 09:29:26,2025-09-23 09:29:26
3019162,12,0,0,0,02-2148-1114,,연중무휴,,,,,상시,불가 (인근 공영주차장 이용),,,,2025-09-23 09:29:26,2025-09-23 09:29:26
945824,12,0,0,0,02-735-2038,,매주 월요일 / 1월 1일 / 공휴일,,,,,09:00~18:00 (입장 마감17:30),불가능,,,,2025-09-23 09:29:26,2025-09-23 09:29:26
231938,12,0,0,0,02-2148-2032,,,,,,,,가능,없음,,없음,2025-09-23 09:29:27,2025-09-23 09:29:27
252527,12,0,0,0,02-2241-2653,,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:29:28,2025-09-23 09:29:28
250470,12,0,0,0,02-3290-1492,,,,,,,,,없음,없음,없음,2025-09-23 09:29:28,2025-09-23 09:29:28
250338,12,0,0,0,02-2148-1842,,연중개방,,,,,,없음,없음,,없음,2025-09-23 09:29:28,2025-09-23 09:29:28
250362,12,0,0,0,서울 중구청 건축과 02-3396-5843,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:29:28,2025-09-23 09:29:28
126909,12,0,0,0,02-598-6246,,"매주 월요일 / 1월 1일<br>※ 단, 월요일이 공휴일인 경우 정상 개관",,,,,"- 평일 10:00~20:00 (입장마감 19:00)<br>
-  주말 및 공휴일 10:00~18:00 (입장마감 17:00)<br>",불가능,가능,,없음,2025-09-23 09:29:28,2025-09-23 09:29:28
126522,12,0,0,0,02-2148-4167,,연중무휴,,,,,,,없음,,없음,2025-09-23 09:29:29,2025-09-23 09:29:29
704507,12,0,0,0,서울관광안내소 02-2236-9135,,점포 별로 상이함,,,,,점포 별로 상이함,불가능,,,,2025-09-23 09:29:29,2025-09-23 09:29:29
126804,12,0,0,0,02-774-1784,,연중무휴,,,,,"- 일요일 07:00~20:00<br>
- 월요일~토요일 09:00~19:00",가능,,,,2025-09-23 09:29:29,2025-09-23 09:29:29
126517,12,0,0,0,02-760-1472,,연중무휴,,,,,"- 하절기(3월~10월) 09:00~18:00<br>
- 동절기(11월~2월) 09:00~17:00",가능,없음,,없음,2025-09-23 09:29:29,2025-09-23 09:29:29
126515,12,0,0,0,송파구청 문화유산과 02-2147-2001,,연중무휴,,,,,"- 하절기(4월~10월) 06:00~20:00<br>
- 동절기(11월~3월) 09:00~18:00",가능,불가,,없음,2025-09-23 09:29:30,2025-09-23 09:29:30
753989,12,0,0,0,성동구청 문화체육과 02-2286-5202,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:29:30,2025-09-23 09:29:30
704506,12,0,0,0,이태원 관광안내소 02-3785-0942,,연중무휴,,,,,점포마다 상이함,불가능,불가,,가능,2025-09-23 09:29:30,2025-09-23 09:29:30
231897,12,0,0,0,송파구청 문화유산과 02-2147-2007,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:29:30,2025-09-23 09:29:30
127466,12,0,0,0,송파구청 문화유산과 02-2147-2608,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:29:31,2025-09-23 09:29:31
126525,12,1,0,0,02-568-1291,,매주 월요일,,,,,06:00~21:00,가능,,,,2025-09-23 09:29:31,2025-09-23 09:29:31
2764329,12,0,0,0,02-2231-5143,2015년 시민에게 개방,매주 월요일 / 1월1일 / 설·추석 기념 행사시(사전공지 예정),,,15인 내외,,10:00~18:00,불가능,,,,2025-09-23 09:29:31,2025-09-23 09:29:31
126919,12,0,0,0,관악구청 문화체육과 02-879-5607,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:29:31,2025-09-23 09:29:31
128015,12,0,0,0,,,점포별 상이함,,,,,점포별 상이함,불가능,,,가능,2025-09-23 09:29:31,2025-09-23 09:29:31
126519,12,0,0,0,02-3425-6520,,"매주 월요일 / 1월 1일<br>※ 단, 월요일이 공휴일인 경우 그 다음 첫 번째 평일 휴관",선사체험교육 / 세계유산교육 / 문화관광해설,,,,09:30~18:00 (입장마감 17:30),가능 (105대),없음,,불가,2025-09-23 09:29:32,2025-09-23 09:29:32
250330,12,0,0,0,02-362-1891,,연중무휴,,,,,※ 자세한 사항은 전화문의 요망,가능,없음,,,2025-09-23 09:29:33,2025-09-23 09:29:33
127216,12,0,0,0,02-2600-6081,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:29:33,2025-09-23 09:29:33
3057803,12,0,0,0,02-3494-0370,,"매주 월요일<br>※ 단, 월요일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",,,,,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~17:30 (입장마감 16:30)<br>
[11월~1월] 09:00~18:00 (입장마감 17:00)",불가능,,,,2025-09-23 09:29:33,2025-09-23 09:29:33
252532,12,0,0,0,연세대학교 신촌캠퍼스 1599-1885,,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:29:33,2025-09-23 09:29:33
252534,12,0,0,0,02-2123-6203,,,,,,,,,없음,,없음,2025-09-23 09:29:34,2025-09-23 09:29:34
252533,12,0,0,0,02-330-1121,,연중무휴,,,,,,,없음,,없음,2025-09-23 09:29:34,2025-09-23 09:29:34
126527,12,0,0,0,02-962-0556,,"매주 월요일 (단, 월요일이 공휴일일 경우 다음날 휴무)",,,,,"- 11월~1월 09:00~17:30 (입장 마감 16:30)<br>
- 2월~5월 / 9월~10월 09:00~18:00 (입장 마감 17:00)<br>
- 6월~8월 09:00~18:30 (입장 마감 17:30)",가능,,,,2025-09-23 09:29:34,2025-09-23 09:29:34
250358,12,0,0,0,02-734-8369,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:29:34,2025-09-23 09:29:34
127454,12,0,0,0,02-766-9090,,"매주 월요일(단, 월요일이 공휴일인 경우 정상 개장)","[해설프로그램] 별 헤는 밤, 운현궁<br>
[만들기체험] 전통 매듭 소품 만들기<br>
[콘서트] 운현궁 뜰 안의 역사콘서트<br>
[절기행사] 한가위 민속 한마당 / 설맞이 민속 한마당 / 단오맞이 민속 한마당",,,,"[4월~10월] 09:00~19:00(입장마감 18:30)<br>
[11월~3월] 09:00~18:00(입장마감 17:30)<br>
4월~11월 매주 금요일 야간개장 운영 09:00~21:00",없음,,,,2025-09-23 09:29:35,2025-09-23 09:29:35
250396,12,1,0,0,02-964-0579,,"매주 월요일<br>※ 단, 월요일이 공휴일인 경우 개방하며, 그 다음 첫 번째 평일에 휴관",,,,,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)",가능,,,,2025-09-23 09:29:36,2025-09-23 09:29:36
3425093,12,0,0,0,02-738-0366,,,,,,,매일 10:00 ~ 20:00,,,,,2025-09-23 09:29:36,2025-09-23 09:29:36
250325,12,0,0,0,02-753-0001,,연중무휴,,,,,예배시간 홈페이지 참조,가능,,,,2025-09-23 09:29:36,2025-09-23 09:29:36
127616,12,1,0,0,02-914-5133,,"매주 월요일<br>※ 단, 월요일이 공휴일인 경우 개방하며, 그 다음 첫 번째 평일에 휴관",,,,,"[2월~5월] 06:00~18:00 (입장마감 17:00)<br>
[6월~8월] 06:00~18:30 (입장마감 17:30)<br>
[9월~10월] 06:00~18:00 (입장마감 17:00)<br>
[11월~1월] 06:30~17:30 (입장마감 16:30)",가능 (9대),,,,2025-09-23 09:29:36,2025-09-23 09:29:36
735749,12,0,0,0,광화문 관광안내소 02-735-8688,,점포 별로 상이함,,,,,점포 별로 상이함,불가능,없음,,없음,2025-09-23 09:29:37,2025-09-23 09:29:37
126526,12,1,0,0,02-972-0370,,"매주 월요일<br>※ 단, 월요일이 공휴일인 경우 개방하며, 그 다음 첫 번째 평일에 휴관",,,,,"- 2월~5월 09:00~18:00 (입장마감 17:00)<br>
- 6월~8월 09:00~18:30 (입장마감 17:30)<br>
- 9월~10월 09:00~18:00 (입장마감 17:00)<br>
- 11월~1월 09:00~17:30 (입장마감 16:30)",가능,,,,2025-09-23 09:29:37,2025-09-23 09:29:37
126520,12,0,0,0,송파구청 문화유산과 02-2147-2600,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:29:37,2025-09-23 09:29:37
126530,12,1,0,0,02-445-0347,,"매주 월요일<br>※ 단, 월요일이 공휴일인 경우 개방하며, 그 다음 첫 번째 평일에 휴관",,,,,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)",가능,,,가능,2025-09-23 09:29:37,2025-09-23 09:29:37
127643,12,0,0,0,용산구청 공원녹지과 02-2199-7594,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:29:38,2025-09-23 09:29:38
128968,12,0,0,0,서울특별시청 총무과 02-2133-5640,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:29:38,2025-09-23 09:29:38
2554065,12,0,0,0,02-6311-3916,,매주 토요일~일요일 / 공휴일,차량사업소 견학,,최소 5명~최대 15명,,"둘째 주, 넷째 주 수요일 10:00~11:30<br>
※ 사전 예약 필수",가능,없음,,없음,2025-09-23 09:29:38,2025-09-23 09:29:38
1845253,12,0,0,0,"신정 기지 02-6110-6566<br>
수서 기지 02-6110-7555<br>
천왕 기지 02-6311-3532",,견학가능 시간 외,"- 비상시 열차 출입문 개·폐 방법<br>
- 비상통화장치 및 소화기 취급요령<br>
- 운전실 및 객실 견학 및 기기설명<br>
- 사진촬영",심신미약자 1명 당 보호자 1인 이상 동반<br>만12세 이하자 4명 당 보호자 1인 이상 동반,,,"[신정, 수서] <br>
첫째 주 / 셋째 주 수요일 14:00~15:30<br>
[천왕] <br>
첫째 주 / 셋째 주 수요일 10:00~11:30",,없음,,없음,2025-09-23 09:29:38,2025-09-23 09:29:38
3487744,12,0,0,0,0507-1339-4528,2024-08-23,매주 월요일,헬륨가스기구 탑승,전 연령,1회 당 최대 20명,,"[화요일~일요일] 12:00~22:00<br>
[성수기(4월~6월 / 9월~11월) 주말] 10:00~22:00",불가능,,,,2025-09-23 09:29:38,2025-09-23 09:29:38
3102534,12,0,0,0,1533-2158,,매주 화요일 / 설·추석 당일,,,,,09:00~18:00,불가능,,,,2025-09-23 09:29:38,2025-09-23 09:29:38
2495561,12,0,0,0,02-313-7017,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:29:39,2025-09-23 09:29:39
2993173,12,0,0,0,02-3660-2125,,매주 월요일 / 법정공휴일 / 공단이 지정한 날,※ 일정 별로 진행하는 프로그램이 상이하므로 자세한 사항은 홈페이지 참조,,,,"화요일~일요일 10:00~17:00<br>
※ 회차별 운영 : 1회 10:00~12:00 / 2회 12:30~14:30 / 3회 15:00~17:00
※ 전시관람 정비시간 : 회차별 종료 후 30분",가능(219대),없음,,없음,2025-09-23 09:29:39,2025-09-23 09:29:39
2553908,12,0,0,0,02-2153-0400,,매주 일요일,새활용아카데미 / 꿈꾸는 공장,,,,"10:00~18:00<br>
※ 토요일의 경우, 소재은행은 새활용 탐방, 공간 및 장비사용 신청 사전 예약자에 한하여 방문 가능",가능,없음,,없음,2025-09-23 09:29:40,2025-09-23 09:29:40
1369066,12,0,0,0,여의도한강공원 02-3780-0561~6,,연중무휴,,,,,상시 개방,"가능 (1,782대)",없음,,없음,2025-09-23 09:29:40,2025-09-23 09:29:40
3060895,12,0,0,0,"한강이야기전시관 02-3780-0517<br>
미래한강본부 한강문화관광과 02-3780-0759",,,,,,,"- 평일 09:30~17:30<br>
- 주말 09:30~20:00",,,,,2025-09-23 09:29:41,2025-09-23 09:29:41
3013269,12,0,0,0,02-6272-0111,,,,,,,10:00~22:00,,,,,2025-09-23 09:29:43,2025-09-23 09:29:43
2773558,12,0,0,0,- 글빛도서관 02-6956-0559<br>- 물빛수영장 02-2241-0151<br>- 꿈빛극장 02-6953-3201<br>- 서울시청자미디어센터 02-6949-2380<br>- 미디어랩 02-6949-2393,,,,,,,"05:30~22:00<br>
※ 시설별 상이하므로 전화 문의",,,,,2025-09-23 09:29:44,2025-09-23 09:29:44
128611,12,0,0,0,02-460-2905~6,2005년 6월 18일,[서울숲/생태숲] 연중무휴<br>[곤충식물원/나비정원] 매주 월요일,,전 연령,,,"[서울숲] 상시 개방<br>
[생태숲] 05:30~21:30<br>
[곤충식물원] <br>
- 하절기(3월~10월) 10:00~17:00 (입장마감 16:30)<br>
- 동절기(11월~2월) 10:00~16:00 (입장마감 15:30)<br>
[나비정원] 10:00~17:00 (입장마감 16:30)<br>
※ 나비정원은 5월~10월에만 운영",가능 (211대),,,,2025-09-23 09:29:44,2025-09-23 09:29:44
3442142,12,0,0,0,02-460-2905,,매주 월요일,,,,,하절기 화~일 10:00~17:00 / 동절기 화~일 11:00~16:00,주차장 있음,,,,2025-09-23 09:29:44,2025-09-23 09:29:44
2589349,12,0,0,0,02-2104-9716,2019.05,"[주제원(온실, 주제정원)] 매주 월요일<br>[열린숲 / 호수원 / 습지원] 연중무휴<br>※ 기타 휴관일은 서울식물원 홈페이지 참조",,,,,"[주제원(온실, 주제정원)]<br>
- 평시(3월~10월) 09:30~18:00 (입장마감 17:00)<br>
- 동절기(11월~2월) 09:30~17:00 (입장마감 16:00)",가능 (184대),가능,,없음,2025-09-23 09:29:45,2025-09-23 09:29:45
2733983,12,0,0,0,02-2104-9716,2019년 5월,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:29:45,2025-09-23 09:29:45
3060967,12,0,0,0,02-2066-4830,,,,,,,"- 화요일~금요일 10:00~19:00<br>
- 주말 및 공휴일 10:00~20:00",,,,,2025-09-23 09:29:45,2025-09-23 09:29:45
126490,12,0,0,0,02-450-9311,,연중무휴,,,,,05:00~22:00,가능 (979대),없음,,가능,2025-09-23 09:29:45,2025-09-23 09:29:45
3399181,12,0,0,0,02-390-4000,,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:29:45,2025-09-23 09:29:45
2718257,12,0,0,0,02-534-5577,,,,,,,10:30~21:00 (입장마감 20:00),,없음,,없음,2025-09-23 09:29:46,2025-09-23 09:29:46
749216,12,0,0,0,서울창포원 02-954-0031,2009년 6월 7일,연중무휴,,,,,07:00~22:00,있음,없음,,없음,2025-09-23 09:29:46,2025-09-23 09:29:46
3036898,12,0,0,0,02-2063-3461,,매주 월요일 / 법정공휴일<br>※ 세부 일정은 예약페이지 참조,"XR 직업체험 / 메타버스 방탈출 / MR 메타월드 / AI 자율주행 / AI 크리에이팅 등<br>
※ 자세한 사항은 홈페이지 참조",,,,화요일~일요일 10:00~18:00,가능,,,,2025-09-23 09:29:46,2025-09-23 09:29:46
1829573,12,0,0,0,국가보훈부 1577-0606,,연중무휴,,,,,,불가능,없음,,,2025-09-23 09:29:47,2025-09-23 09:29:47
2661506,12,0,0,0,02-332-7500,,매주 월요일 / 1월 1일 / 설·추석 당일,,,,,"[하절기(3월~10월)]<br>
- 평일 10:00~19:00<br>
- 주말 10:00~20:00<br>
[동절기(11월~2월)]<br>
- 평일 10:00~18:00<br>
- 주말 10:00~18:00",불가능,,,,2025-09-23 09:29:47,2025-09-23 09:29:47
3351700,12,0,0,0,서초문화예술공원 관리사무소 02-2155-8601,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:29:47,2025-09-23 09:29:47
2037020,12,0,0,0,북촌마을안내소 02-2148-4161,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:29:48,2025-09-23 09:29:48
1987566,12,0,0,0,코레일 1544-7788,2015년 02월 05일,※ 홈페이지 참조,,,254석,,※ 홈페이지 참조,,없음,,없음,2025-09-23 09:29:48,2025-09-23 09:29:48
3045027,12,0,0,0,북촌 재동관광안내소 02-2148-4160,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:29:49,2025-09-23 09:29:49
754052,12,0,0,0,02-412-0190,1981. 11. 26,연중무휴,,,,,상시 개방,가능,불가,,,2025-09-23 09:29:49,2025-09-23 09:29:49
3449598,12,0,0,0,,,"매주 월요일,화요일 정기휴무",,,,,,,,,,2025-09-23 09:29:49,2025-09-23 09:29:49
2774283,12,0,0,0,02-731-0412,,연중무휴,,,,,상시,불가,없음,,없음,2025-09-23 09:29:49,2025-09-23 09:29:49
